Success,2.5212896,92,2.499109977,0.57486154
Success,2.7309935,,,
Success,3.5334568,,,
Success,4.7419562,,,
KeyFailure,0.4070168,,,
Success,2.9326847,,,
Success,2.5090844,,,
PowerReset,1.2640098,,,
Success,2.4914594,,,
Success,2.986415,,,
Success,2.5765857,,,
Success,2.5282016,,,
Success,2.7013226,,,
PowerReset,2.3294487,,,
Success,2.2558476,,,
Success,2.6869162,,,
Success,2.5877412,,,
Success,3.0309904,,,
Success,2.991702,,,
Success,2.2430059,,,
PowerReset,0.9704026,,,
Success,2.4741557,,,
Success,2.4784039,,,
Success,2.199032,,,
Success,2.4491083,,,
Success,2.5481563,,,
Success,2.478554,,,
Success,2.5745768,,,
Success,2.5796788,,,
Success,2.3852177,,,
KeyFailure,0.3808585,,,
KeyFailure,0.4160575,,,
Success,2.3885498,,,
Success,2.4127028,,,
Success,2.5106471,,,
Success,2.7585479,,,
Success,2.7082028,,,
Success,2.5983668,,,
Success,2.4902673,,,
Success,2.4566475,,,
Success,2.2975957,,,
Success,2.5535205,,,
Success,2.4575543,,,
Success,2.4296667,,,
Success,2.4620795,,,
PowerReset,2.1938009,,,
Success,2.5475697,,,
Success,2.5443384,,,
Success,2.4804899,,,
PowerReset,0.9997517,,,
Success,2.5070358,,,
Success,2.4835681,,,
Success,2.4454842,,,
Success,2.4581141,,,
Success,2.4444833,,,
Success,2.6701189,,,
Success,2.4115051,,,
Success,2.70185,,,
Success,2.4821992,,,
Success,2.3768972,,,
Success,2.3628254,,,
Success,2.1806401,,,
Success,2.3695693,,,
Success,2.4545393,,,
Success,2.4450622,,,
Success,2.408357,,,
Success,2.3826665,,,
Success,2.4276336,,,
Success,2.4453058,,,
Success,2.5854835,,,
Success,2.4009854,,,
Success,2.2306269,,,
Success,2.6823292,,,
Success,3.0589068,,,
Success,3.0497786,,,
Success,2.6961964,,,
Success,2.9280402,,,
Success,2.4508571,,,
Success,2.2142799,,,
Success,3.6983164,,,
Success,2.4617135,,,
Success,2.6232384,,,
Success,2.4903367,,,
Success,2.8603513,,,
Success,2.5400517,,,
Success,2.5126154,,,
Success,2.4979139,,,
Success,2.4990423,,,
Success,3.2771609,,,
Success,2.6351141,,,
Success,2.878299,,,
Success,2.5812348,,,
Success,2.4320334,,,
Success,2.5374387,,,
Success,2.4658984,,,
Success,2.4643116,,,
Success,3.1203643,,,
Success,3.6187486,,,
Success,3.0359474,,,
Success,2.6508983,,,
