Success,2.1878502,90,2.13144527,0.513211134
Success,2.0939783,,,
Success,2.2067079,,,
Success,2.3166107,,,
Success,2.456428,,,
Success,2.3705275,,,
Success,2.2418647,,,
Success,2.1285142,,,
Success,2.1532192,,,
Success,2.3965116,,,
Success,2.3840267,,,
Success,2.2657725,,,
Success,2.2013864,,,
Success,2.1507322,,,
Success,2.2414247,,,
Success,2.1343734,,,
Success,2.1625622,,,
Success,2.2127424,,,
Success,2.4675347,,,
Success,2.1423418,,,
PowerReset,1.545714,,,
Success,2.2202918,,,
Success,2.1691087,,,
Success,2.216494,,,
Success,2.5712056,,,
Success,2.2295361,,,
Success,1.9570027,,,
Success,2.1531005,,,
Success,2.389433,,,
Success,2.1678071,,,
Success,2.225014,,,
KeyFailure,0.4380181,,,
Success,2.1564933,,,
Success,2.1768006,,,
Success,2.1890161,,,
Success,2.1506962,,,
Success,2.0105998,,,
Success,2.0171874,,,
KeyFailure,0.5073494,,,
KeyFailure,0.4522646,,,
Success,2.9672679,,,
Success,1.949208,,,
Success,2.2507384,,,
Success,2.2019631,,,
Success,2.3642149,,,
Success,1.8437215,,,
Success,2.1733728,,,
Success,2.2255594,,,
Success,2.2094709,,,
Success,2.1460229,,,
KeyFailure,0.4468254,,,
Success,2.2532881,,,
Success,2.202654,,,
Success,2.4275976,,,
Success,2.29832,,,
Success,2.4647063,,,
Success,2.1331864,,,
Success,2.4857703,,,
Success,2.1759272,,,
Success,2.2257717,,,
Success,2.2210141,,,
Success,2.4607949,,,
Success,2.2404773,,,
Success,1.910258,,,
Success,2.1665868,,,
Success,2.4352956,,,
Success,2.0872015,,,
PowerReset,0.7095069,,,
KeyFailure,0.4428862,,,
Success,2.2486698,,,
Success,2.5017724,,,
Success,2.1219414,,,
Success,2.2099763,,,
Success,2.7105818,,,
Success,2.1541641,,,
Success,2.4758999,,,
Success,2.3192709,,,
Success,2.2217081,,,
Success,2.1854994,,,
KeyFailure,0.3917247,,,
Success,2.7272676,,,
Success,2.3784173,,,
Success,2.8909726,,,
Success,2.7091224,,,
Success,2.1256169,,,
Success,2.2999706,,,
Success,2.2178418,,,
PowerReset,1.0272681,,,
Success,2.4717885,,,
Success,2.2419218,,,
Success,2.4467647,,,
Success,2.4222216,,,
Success,2.1608823,,,
Success,2.1619854,,,
Success,2.2432553,,,
Success,2.425583,,,
Success,2.2515768,,,
PowerReset,2.8245431,,,
Success,2.1693354,,,
Success,2.4291326,,,
