Success,3.6727354,81,3.047304724,0.993653824
PowerReset,2.2511522,,,
KeyFailure,0.4547491,,,
Success,3.5551248,,,
Success,3.1408469,,,
Success,3.550303,,,
Success,3.4077339,,,
Success,3.8325685,,,
Success,3.4178352,,,
Success,3.1176516,,,
Success,3.4270214,,,
Success,3.093493,,,
PowerReset,3.3701461,,,
Success,3.1865882,,,
Success,3.3861867,,,
Success,3.1686934,,,
Success,3.4627473,,,
PowerReset,3.339626,,,
Success,3.6628794,,,
Success,3.8625699,,,
PowerReset,1.863232,,,
Success,3.2004775,,,
Success,3.6372079,,,
Success,3.93253,,,
Success,3.7662922,,,
Success,3.6997239,,,
Success,3.1736396,,,
Success,3.8384493,,,
PowerReset,3.5543471,,,
Success,3.321485,,,
Success,3.9120957,,,
Success,3.0791555,,,
PowerReset,2.7158514,,,
Success,3.7216325,,,
Success,3.7378119,,,
Success,3.4149215,,,
Success,3.6723745,,,
Success,3.1337231,,,
Success,3.7240023,,,
Success,3.3715058,,,
PowerReset,2.2078419,,,
KeyFailure,0.3868689,,,
Success,3.374951,,,
Success,3.1585109,,,
Success,3.3850029,,,
Success,3.4752137,,,
Success,3.9877397,,,
Success,3.312801,,,
Success,3.8056659,,,
Success,3.4196128,,,
Success,3.3741223,,,
KeyFailure,0.4120715,,,
KeyFailure,0.4151919,,,
Success,3.3948799,,,
KeyFailure,0.4209951,,,
Success,3.0248176,,,
Success,4.143208,,,
Success,3.9061018,,,
Success,3.7497622,,,
Success,3.1985061,,,
Success,3.4223357,,,
Success,3.2254879,,,
Success,3.2809264,,,
Success,3.4688753,,,
Success,3.1075972,,,
Success,3.0550097,,,
Success,3.4055795,,,
KeyFailure,0.4847854,,,
Success,3.0522533,,,
Success,3.0887303,,,
PowerReset,0.7066303,,,
Success,3.2170666,,,
KeyFailure,0.4713953,,,
Success,3.5514951,,,
Success,3.1578884,,,
KeyFailure,0.4517423,,,
Success,3.6900093,,,
Success,3.4486616,,,
Success,3.6834201,,,
KeyFailure,0.4141329,,,
Success,3.261294,,,
Success,3.1752718,,,
Success,3.1403472,,,
Success,3.1168127,,,
Success,3.0511743,,,
Success,3.1470531,,,
Success,3.5181647,,,
Success,3.6249173,,,
Success,3.5348982,,,
Success,3.4904678,,,
Success,3.1668459,,,
PowerReset,1.5355675,,,
Success,3.7087451,,,
Success,3.6577933,,,
Success,3.7177056,,,
Success,3.388243,,,
Success,3.1156314,,,
Success,3.5026664,,,
KeyFailure,0.4554785,,,
Success,3.6523962,,,
